# co-visit edge weights over the TRAINING positive edges only -- the edge set node2vec walked
# top*_share = share of total edge weight, i.e. of walk sampling mass, held by the heaviest slice
weight,n_edges,min,median,mean,max,std,skew,max_over_min,top01pct_share,top1pct_share,top5pct_share,top10pct_share,gini
"N_COVISITS (raw, wgt_log=False)",3465121,1.0,1.0,4.394985052470029,18660.0,36.46640398450893,174.9256297923709,18660.0,0.14295146382054683,0.3305394816718327,0.5415593970906462,0.6461428752941315,0.6846675170793438
log1p(N_COVISITS) (wgt_log=True),3465121,0.6931471805599453,0.6931471805599453,1.1220352061862586,9.834191063533472,0.7156110805056539,2.4503479379920807,14.187738678514302,0.005475990707686113,0.04108407575813961,0.152373158563975,0.2551710468243688,0.28176899378400405
