,Coef.,Std.Err.,z,P>|z|,[0.025,0.975],Odds Ratio,OR 95% CI Low,OR 95% CI High
emb_avg_118,8.8602,0.0142,623.7959,0.0,8.8324,8.8881,7046.0551,6852.6067,7244.9646
emb_avg_119,-3.0357,0.0108,-280.7394,0.0,-3.0569,-3.0145,0.048,0.047,0.0491
emb_avg_120,-2.41,0.0104,-232.0429,0.0,-2.4304,-2.3897,0.0898,0.088,0.0917
emb_avg_121,-2.3318,0.0111,-209.7098,0.0,-2.3536,-2.31,0.0971,0.095,0.0993
emb_avg_122,-1.8411,0.0106,-172.9553,0.0,-1.8619,-1.8202,0.1586,0.1554,0.162
emb_avg_123,-7.6296,0.0136,-560.3591,0.0,-7.6563,-7.6029,0.0005,0.0005,0.0005
emb_avg_124,7.2775,0.0124,586.4491,0.0,7.2532,7.3018,1447.3707,1412.5923,1483.0053
emb_avg_125,-3.64,0.0109,-335.346,0.0,-3.6613,-3.6187,0.0263,0.0257,0.0268
emb_avg_126,-2.1035,0.0106,-198.0486,0.0,-2.1244,-2.0827,0.122,0.1195,0.1246
emb_avg_127,-5.2583,0.0118,-447.3657,0.0,-5.2813,-5.2352,0.0052,0.0051,0.0053
