,Coef.,Std.Err.,z,P>|z|,[0.025,0.975],Odds Ratio,OR 95% CI Low,OR 95% CI High
const,38.6614,0.0447,865.1165,0.0,38.5738,38.749,6.1720146164593496e+16,5.654411429869408e+16,6.736999049018202e+16
log_dist_median,-0.7562,0.0013,-576.6099,0.0,-0.7588,-0.7536,0.4694,0.4682,0.4707
