,Coef.,Std.Err.,z,P>|z|,[0.025,0.975],Odds Ratio,OR 95% CI Low,OR 95% CI High
emb_w-l1_16,-0.4558,0.0501,-9.0899,9.911490449057932e-20,-0.5541,-0.3575,0.634,0.5746,0.6994
emb_w-l1_17,-0.609,0.0434,-14.0364,9.326999845491663e-45,-0.6941,-0.524,0.5439,0.4995,0.5922
emb_w-l1_18,-0.7975,0.0401,-19.8647,8.219669692545183e-88,-0.8762,-0.7188,0.4505,0.4164,0.4873
emb_w-l1_19,-0.6757,0.0479,-14.0929,4.198414636545688e-45,-0.7697,-0.5817,0.5088,0.4632,0.5589
emb_w-l1_20,-0.2391,0.0498,-4.7978,1.6042795889380641e-06,-0.3368,-0.1414,0.7873,0.7141,0.8681
emb_w-l1_21,-0.2951,0.0498,-5.9256,3.1116746939443143e-09,-0.3928,-0.1975,0.7444,0.6752,0.8208
emb_w-l1_22,-0.3909,0.0511,-7.6456,2.0801158318970903e-14,-0.4911,-0.2907,0.6764,0.6119,0.7477
emb_w-l1_23,-0.54,0.045,-11.9874,4.135426034941066e-33,-0.6283,-0.4517,0.5828,0.5335,0.6365
emb_w-l1_24,-0.4502,0.0508,-8.8649,7.654362571272137e-19,-0.5497,-0.3506,0.6375,0.5771,0.7042
emb_w-l1_25,-0.5774,0.0488,-11.8242,2.9281091179782883e-32,-0.6731,-0.4817,0.5614,0.5101,0.6177
emb_w-l1_26,-0.8551,0.0441,-19.3955,8.421056158236422e-84,-0.9415,-0.7687,0.4252,0.39,0.4636
emb_w-l1_27,-0.0366,0.0542,-0.6763,0.4988230320263126,-0.1429,0.0696,0.964,0.8669,1.072
emb_w-l1_28,-0.1893,0.0532,-3.554,0.00037938049492378074,-0.2936,-0.0849,0.8276,0.7456,0.9186
emb_w-l1_29,-0.716,0.045,-15.9167,4.852212380902581e-57,-0.8041,-0.6278,0.4887,0.4475,0.5338
emb_w-l1_30,-0.3329,0.0516,-6.4492,1.1241678550334953e-10,-0.4341,-0.2317,0.7168,0.6479,0.7932
emb_w-l1_31,-0.5829,0.0497,-11.7184,1.026315394694682e-31,-0.6804,-0.4854,0.5583,0.5064,0.6155
emb_w-l1_32,-0.4439,0.0507,-8.7604,1.9458353453993184e-18,-0.5432,-0.3446,0.6415,0.5809,0.7085
emb_w-l1_33,-0.5636,0.0443,-12.7315,3.953048308721496e-37,-0.6504,-0.4769,0.5691,0.5218,0.6207
emb_w-l1_34,-0.5826,0.0477,-12.2219,2.3743017698903784e-34,-0.676,-0.4892,0.5585,0.5086,0.6131
emb_w-l1_35,-0.8167,0.0424,-19.28,7.90609836941655e-83,-0.8997,-0.7337,0.4419,0.4067,0.4801
emb_w-l1_36,-0.3804,0.0473,-8.0396,9.015900525325907e-16,-0.4732,-0.2877,0.6836,0.623,0.75
emb_w-l1_37,-0.5404,0.0438,-12.327,6.478185712943902e-35,-0.6263,-0.4545,0.5825,0.5346,0.6348
emb_w-l1_38,-0.3686,0.0483,-7.6247,2.4469240521116412e-14,-0.4634,-0.2739,0.6917,0.6291,0.7604
emb_w-l1_39,-0.8508,0.0471,-18.0542,7.30991105896229e-73,-0.9432,-0.7585,0.4271,0.3894,0.4684
emb_w-l1_40,-0.4433,0.0532,-8.3274,8.263142576898418e-17,-0.5477,-0.339,0.6419,0.5783,0.7125
emb_w-l1_41,-0.4713,0.0483,-9.7649,1.5929160150047728e-22,-0.5659,-0.3767,0.6242,0.5679,0.6861
emb_w-l1_42,-0.5807,0.0489,-11.867,1.7565005014908376e-32,-0.6766,-0.4848,0.5595,0.5084,0.6158
emb_w-l1_43,-0.6245,0.0403,-15.5036,3.280964957574264e-54,-0.7035,-0.5456,0.5355,0.4949,0.5795
emb_w-l1_44,-0.5174,0.0457,-11.3151,1.1042098113492827e-29,-0.607,-0.4278,0.5961,0.545,0.652
emb_w-l1_45,-0.4338,0.0502,-8.6365,5.798593936747314e-18,-0.5322,-0.3353,0.6481,0.5873,0.7151
emb_w-l1_46,-0.6485,0.0431,-15.0588,3.020445856857841e-51,-0.7329,-0.5641,0.5228,0.4805,0.5689
emb_w-l1_47,-0.7307,0.0448,-16.2927,1.1124157866171225e-59,-0.8185,-0.6428,0.4816,0.4411,0.5258
emb_w-l1_48,-0.4991,0.0465,-10.7321,7.197944188222129e-27,-0.5903,-0.408,0.6071,0.5542,0.665
emb_w-l1_49,-0.716,0.0468,-15.2903,8.87350048420807e-53,-0.8078,-0.6243,0.4887,0.4458,0.5357
emb_w-l1_50,-0.4772,0.0518,-9.2145,3.126828402189019e-20,-0.5787,-0.3757,0.6205,0.5606,0.6868
emb_w-l1_51,-0.5409,0.0443,-12.2004,3.0930202770544604e-34,-0.6278,-0.454,0.5822,0.5338,0.6351
emb_w-l1_52,-0.4762,0.0455,-10.4646,1.2562654259431557e-25,-0.5654,-0.387,0.6212,0.5682,0.6791
emb_w-l1_53,-0.3715,0.051,-7.2826,3.273450322349022e-13,-0.4715,-0.2715,0.6897,0.6241,0.7622
emb_w-l1_54,-0.2952,0.0508,-5.8109,6.215363040415632e-09,-0.3948,-0.1957,0.7444,0.6738,0.8223
emb_w-l1_55,-0.2449,0.0481,-5.0898,3.5835578680851465e-07,-0.3393,-0.1506,0.7827,0.7123,0.8602
emb_w-l1_56,-0.5524,0.0444,-12.4284,1.832697231221104e-35,-0.6395,-0.4653,0.5756,0.5276,0.628
emb_w-l1_57,-0.5624,0.0398,-14.1285,2.5340471041244957e-45,-0.6405,-0.4844,0.5698,0.527,0.6161
emb_w-l1_58,-0.1516,0.0491,-3.0844,0.002039575124562733,-0.2479,-0.0553,0.8593,0.7804,0.9462
emb_w-l1_59,-0.0458,0.0545,-0.841,0.4003515390936536,-0.1525,0.0609,0.9552,0.8585,1.0628
emb_w-l1_60,-0.0977,0.0587,-1.6648,0.09596092661808966,-0.2126,0.0173,0.907,0.8085,1.0175
emb_w-l1_61,-0.2119,0.0515,-4.1135,3.897197418770117e-05,-0.3129,-0.1109,0.809,0.7313,0.895
emb_w-l1_62,-0.4037,0.0488,-8.2724,1.313253283000997e-16,-0.4993,-0.308,0.6679,0.607,0.7349
emb_w-l1_63,-0.3226,0.0512,-6.3026,2.9271247384732664e-10,-0.4229,-0.2223,0.7243,0.6551,0.8007
emb_w-l1_64,-0.2972,0.0507,-5.8569,4.7155671248903055e-09,-0.3967,-0.1977,0.7429,0.6726,0.8206
emb_w-l1_65,-0.2481,0.0508,-4.8857,1.030772096618709e-06,-0.3476,-0.1486,0.7803,0.7064,0.8619
emb_w-l1_66,-0.2251,0.0501,-4.4951,6.95479154081777e-06,-0.3232,-0.1269,0.7984,0.7238,0.8808
emb_w-l1_67,-0.8363,0.0433,-19.3008,5.2881274116391095e-83,-0.9213,-0.7514,0.4333,0.398,0.4717
emb_w-l1_68,-0.2026,0.0639,-3.1687,0.0015311364366493282,-0.3279,-0.0773,0.8166,0.7204,0.9256
emb_w-l1_69,-0.1875,0.0502,-3.738,0.0001854536210788367,-0.2859,-0.0892,0.829,0.7514,0.9147
emb_w-l1_70,-0.1248,0.0519,-2.4065,0.01610405816735643,-0.2265,-0.0232,0.8827,0.7973,0.9771
emb_w-l1_71,-0.1185,0.0536,-2.212,0.026966317170747777,-0.2235,-0.0135,0.8883,0.7997,0.9866
emb_w-l1_72,-0.3375,0.0497,-6.7882,1.1353064655797833e-11,-0.435,-0.2401,0.7135,0.6473,0.7866
emb_w-l1_73,-0.7133,0.0427,-16.7151,1.0183006967691301e-62,-0.797,-0.6297,0.49,0.4507,0.5328
emb_w-l1_74,-0.7613,0.0447,-17.022,5.636669506702422e-65,-0.849,-0.6736,0.4671,0.4279,0.5098
emb_w-l1_75,-0.4271,0.0477,-8.9565,3.3528491455692942e-19,-0.5205,-0.3336,0.6524,0.5942,0.7163
emb_w-l1_76,-0.129,0.0533,-2.4208,0.015488465602103714,-0.2334,-0.0246,0.879,0.7918,0.9757
emb_w-l1_77,-0.248,0.0483,-5.1408,2.736371195920104e-07,-0.3426,-0.1535,0.7803,0.7099,0.8577
emb_w-l1_78,-0.4765,0.0429,-11.1041,1.197892749991583e-28,-0.5606,-0.3924,0.621,0.5709,0.6754
emb_w-l1_79,-0.5323,0.0493,-10.788,3.9203912508588344e-27,-0.629,-0.4356,0.5873,0.5331,0.6469
emb_w-l1_80,0.0016,0.054,0.0297,0.9763116465312031,-0.1042,0.1075,1.0016,0.901,1.1134
emb_w-l1_81,-0.7288,0.0453,-16.0983,2.6206025426865867e-58,-0.8175,-0.64,0.4825,0.4415,0.5273
emb_w-l1_82,-0.4214,0.0496,-8.4956,1.9698283596713066e-17,-0.5186,-0.3242,0.6561,0.5953,0.7231
emb_w-l1_83,-0.5721,0.0411,-13.9259,4.4121123822477613e-44,-0.6526,-0.4916,0.5643,0.5207,0.6117
emb_w-l1_84,-0.326,0.0479,-6.8013,1.0370253220692692e-11,-0.4199,-0.232,0.7218,0.6571,0.7929
emb_w-l1_85,-0.5019,0.0405,-12.3888,3.005363095665866e-35,-0.5813,-0.4225,0.6054,0.5591,0.6554
emb_w-l1_86,-0.3374,0.0532,-6.3367,2.346799031833711e-10,-0.4417,-0.233,0.7136,0.6429,0.7921
emb_w-l1_87,-0.1625,0.0506,-3.2127,0.0013150314041627054,-0.2617,-0.0634,0.85,0.7697,0.9386
emb_w-l1_88,-0.3865,0.0507,-7.6217,2.503737337426752e-14,-0.4859,-0.2871,0.6794,0.6152,0.7504
emb_w-l1_89,-0.5898,0.0471,-12.527,5.315863020328687e-36,-0.6821,-0.4975,0.5544,0.5056,0.608
emb_w-l1_90,-0.3121,0.0501,-6.2306,4.646304833593101e-10,-0.4103,-0.2139,0.7319,0.6635,0.8074
emb_w-l1_91,-0.3931,0.0503,-7.8199,5.2877478555718314e-15,-0.4917,-0.2946,0.6749,0.6116,0.7448
emb_w-l1_92,-0.5867,0.0495,-11.8504,2.142789417121523e-32,-0.6837,-0.4896,0.5562,0.5048,0.6129
emb_w-l1_93,-0.5414,0.0477,-11.3591,6.681708426349818e-30,-0.6348,-0.448,0.582,0.5301,0.6389
emb_w-l1_94,-0.4399,0.0473,-9.307,1.3146501920477356e-20,-0.5326,-0.3473,0.6441,0.5871,0.7066
emb_w-l1_95,-0.3269,0.0523,-6.2525,4.0386274903239275e-10,-0.4294,-0.2244,0.7211,0.6509,0.799
emb_w-l1_96,-0.4732,0.0492,-9.6103,7.232093882075536e-22,-0.5696,-0.3767,0.623,0.5657,0.6862
emb_w-l1_97,-0.3056,0.0421,-7.2586,3.9112311616582096e-13,-0.3881,-0.2231,0.7367,0.6783,0.8
emb_w-l1_98,-0.1772,0.0505,-3.5064,0.00045423736152085223,-0.2763,-0.0782,0.8376,0.7586,0.9248
emb_w-l1_99,0.0215,0.0595,0.3622,0.7172064004692893,-0.0951,0.1382,1.0218,0.9093,1.1481
emb_w-l1_100,-0.5922,0.0467,-12.6786,7.7752254562112e-37,-0.6837,-0.5006,0.5531,0.5047,0.6061
emb_w-l1_101,-0.5551,0.0522,-10.6348,2.0524066942644104e-26,-0.6574,-0.4528,0.574,0.5182,0.6358
emb_w-l1_102,-0.5603,0.0489,-11.4612,2.0655554239585488e-30,-0.6561,-0.4644,0.5711,0.5189,0.6285
emb_w-l1_103,-0.369,0.0492,-7.5046,6.159812365106494e-14,-0.4653,-0.2726,0.6914,0.6279,0.7614
emb_w-l1_104,-0.6165,0.0464,-13.2882,2.7106364839722046e-40,-0.7075,-0.5256,0.5398,0.4929,0.5912
emb_w-l1_105,-0.207,0.05,-4.1432,3.4252272692159235e-05,-0.3049,-0.1091,0.813,0.7372,0.8967
emb_w-l1_106,-0.6339,0.0474,-13.3846,7.437961772629488e-41,-0.7267,-0.541,0.5305,0.4835,0.5821
emb_w-l1_107,-0.4913,0.0506,-9.7029,2.9312173211579575e-22,-0.5906,-0.3921,0.6118,0.554,0.6756
emb_w-l1_108,-0.3734,0.0531,-7.0263,2.120802015465458e-12,-0.4776,-0.2693,0.6884,0.6203,0.7639
emb_w-l1_109,-0.5089,0.053,-9.6029,7.775711140901526e-22,-0.6128,-0.4051,0.6011,0.5418,0.6669
emb_w-l1_110,-0.4637,0.0437,-10.6112,2.644375820374911e-26,-0.5494,-0.3781,0.6289,0.5773,0.6852
emb_w-l1_111,-0.0424,0.0551,-0.7692,0.4417923028567208,-0.1505,0.0657,0.9585,0.8603,1.0679
emb_w-l1_112,-0.3217,0.0467,-6.8865,5.7183788852842455e-12,-0.4133,-0.2302,0.7249,0.6615,0.7944
emb_w-l1_113,-0.3359,0.0511,-6.5769,4.8045739367454444e-11,-0.436,-0.2358,0.7147,0.6466,0.79
emb_w-l1_114,-0.1436,0.052,-2.7627,0.005733325865229847,-0.2454,-0.0417,0.8663,0.7824,0.9591
emb_w-l1_115,-0.2424,0.0535,-4.5302,5.89412559386163e-06,-0.3473,-0.1376,0.7847,0.7066,0.8715
emb_w-l1_116,-1.0388,0.0348,-29.8131,2.64248230524666e-195,-1.1071,-0.9705,0.3539,0.3305,0.3789
emb_w-l1_117,-0.1833,0.0472,-3.8791,0.00010485691240072111,-0.2759,-0.0907,0.8326,0.7589,0.9133
emb_w-l1_118,-0.3156,0.0473,-6.6782,2.418895852776773e-11,-0.4082,-0.223,0.7293,0.6648,0.8001
emb_w-l1_119,-0.2191,0.0518,-4.2292,2.345080708883313e-05,-0.3206,-0.1175,0.8033,0.7257,0.8891
emb_w-l1_120,-0.6502,0.0471,-13.8165,2.0281193484852397e-43,-0.7424,-0.558,0.5219,0.476,0.5724
emb_w-l1_121,-0.4399,0.0425,-10.3593,3.795613355902252e-25,-0.5231,-0.3567,0.6441,0.5927,0.7
emb_w-l1_122,-0.8004,0.0432,-18.5398,9.866189027605466e-77,-0.885,-0.7158,0.4491,0.4127,0.4888
emb_w-l1_123,-0.1528,0.0541,-2.8236,0.004748191401735114,-0.2589,-0.0467,0.8583,0.7719,0.9543
emb_w-l1_124,-0.057,0.0508,-1.121,0.26227327202370676,-0.1566,0.0426,0.9446,0.8551,1.0436
emb_w-l1_125,-0.4213,0.0482,-8.7328,2.4836152189455994e-18,-0.5159,-0.3268,0.6562,0.597,0.7213
emb_w-l1_126,-0.5396,0.0471,-11.4651,1.9753532466908535e-30,-0.6319,-0.4474,0.583,0.5316,0.6393
emb_w-l1_127,-0.507,0.0466,-10.8867,1.3333948973739516e-27,-0.5983,-0.4157,0.6023,0.5497,0.6599
