,Coef.,Std.Err.,z,P>|z|,[0.025,0.975],Odds Ratio,OR 95% CI Low,OR 95% CI High
emb_hadamard_117,0.9227,0.6795,1.358,0.1745,-0.409,2.2544,2.516,0.6643,9.5295
emb_hadamard_118,-9.937,1.1412,-8.7071,0.0,-12.1737,-7.7002,0.0,0.0,0.0005
emb_hadamard_119,-1.3113,1.035,-1.2669,0.2052,-3.34,0.7173,0.2695,0.0354,2.049
emb_hadamard_120,2.8924,0.6224,4.6468,0.0,1.6724,4.1123,18.0358,5.325,61.0879
emb_hadamard_121,36.6117,0.535,68.4354,0.0,35.5632,37.6603,7948297467151888.0,2785455972725508.0,2.2680463538081816e+16
emb_hadamard_122,-13.69,1.0413,-13.1471,0.0,-15.7309,-11.6491,0.0,0.0,0.0
emb_hadamard_123,-5.2574,1.0403,-5.0539,0.0,-7.2963,-3.2185,0.0052,0.0007,0.04
emb_hadamard_124,0.1027,1.2938,0.0793,0.9368,-2.4331,2.6384,1.1081,0.0878,13.9911
emb_hadamard_125,13.3136,0.5996,22.2051,0.0,12.1385,14.4887,605373.897,186924.2513,1960567.1957
emb_hadamard_126,-15.7637,0.6497,-24.2623,0.0,-17.0371,-14.4903,0.0,0.0,0.0
emb_hadamard_127,-11.6112,0.5643,-20.5773,0.0,-12.7172,-10.5052,0.0,0.0,0.0
