,Coef.,Std.Err.,z,P>|z|,[0.025,0.975],Odds Ratio,OR 95% CI Low,OR 95% CI High
const,14.4577,0.0227,637.8244,0.0,14.4132,14.5021,1900583.133,1817994.4153,1986923.7304
log_dist_km,-1.2838,0.0028,-458.3659,0.0,-1.2892,-1.2783,0.277,0.2755,0.2785
