,Coef.,Std.Err.,z,P>|z|,[0.025,0.975],Odds Ratio,OR 95% CI Low,OR 95% CI High
const,0.3074,0.0734,4.1881,2.8129798754499616e-05,0.1636,0.4513,1.36,1.1777,1.5704
log_dist_median,-0.0799,0.015,-5.3149,1.0673256549750678e-07,-0.1094,-0.0505,0.9232,0.8964,0.9508
