,Coef.,Std.Err.,z,P>|z|,[0.025,0.975],Odds Ratio,OR 95% CI Low,OR 95% CI High
const,-3.9805,0.0073,-545.4033,0.0,-3.9948,-3.9662,0.0187,0.0184,0.0189
log_dist_km,0.5509,0.0019,297.7725,0.0,0.5473,0.5545,1.7348,1.7285,1.7411
